video_name,question_id,question,answer0,answer1,answer2,answer3,type,start-time/s,urgency
00072,v_00072_2,How do I get to the door from here?,"Go straight ahead, the door is in front of you.",Directly in front.,Walk forward.,,local navigation and positioning,4.98,urgent
00073,v_00073_1,How do I get to the nearest crosswalk?,Continue straight ahead for about 50 meters.,The left side of the vehicle is the sidewalk.,I don't know.,,local navigation and positioning,16.98,urgent
00073,v_00073_2,Am I currently facing east or west on this street?,I don't know.,,,,local navigation and positioning,7.98,not_urgent
00074,v_00074_1,Which direction should I take to cross the street safely?,I don't know.,"To the left, there is a road and parking on the right, but there are steps and stone pillars on the left.",,,local navigation and positioning,13.98,urgent
00074,v_00074_2,How do I cross this busy street safely?,"Along the sidewalk, pay attention to obstacles and traffic signs on the road surface.",I don't know.,Move the cane left and right in a small area and walk forward.,,local navigation and positioning,18.99,urgent
00074,v_00074_3,How can I navigate around these street barriers?,You should follow the sidewalk and carefully walk around the large spherical barriers.,Go up the stairs on the left and bypass the stone pier. There are cars on the right and in front.,Move the cane in a small area left and right.,,local navigation and positioning,9,urgent
00075,v_00075_1,Where is the convenience store?,It is on your front left.,The convenience store entrance is 45 degrees to the left.,Go forward and turn left.,,local navigation and positioning,6.99,urgent
00075,v_00075_2,Am I heading towards the main street?,Yes.,"Yes, and fifteen degrees to the left is the direction of the street.",,,information reading,3,not_urgent
00076,v_00076_1,Where is the exit?,Go straight.,"Directly ahead, but there are three people in front.",Directly in front.,,local navigation and positioning,6.99,urgent
00076,v_00076_2,Where can I find the checkout counter ahead?,I don't know.,Directly in front.,,,resource acquisition and others,3,not_urgent
00076,v_00076_3,what the menu says?,"The menu lists the prices of various items, such as soy milk for 2 yuan a cup and wontons for 7 yuan one liang.",Price list.,I don't know.,,information reading,3,not_urgent
00077,v_00077_1,Where is the counter to place my order?,Move straight ahead.,Directly in front.,Left hand side.,,local navigation and positioning,6.99,urgent
00077,v_00077_2,How can I reach the entrance of the shop from here?,Turn to your left and walk straight ahead.,Go straight.,Walk forward.,,local navigation and positioning,3,urgent
00077,v_00077_3,Can you read the menu on the wall and tell me the options available?,"The menu includes breakfast items such as soy milk, wontons and noodle shops.","Glutinous Rice Shaomai, Mushroom and Vegetable Bun, Cabbage Bun, Fresh Meat Bun, Sanding Bun, Boiled Egg, Soy Milk, Porridge, Wonton, Small Knife Noodles, Wonton Noodles, Snow Vegetable and Shredded Pork Noodles, Wonton Soup.",No.,,information reading,3,not_urgent
00078,v_00078_1,Where is the napkin box?,On your right side of the table.,"Near the wall on the right, near the edge of the table.",On the table in front.,,resource acquisition and others,21,not_urgent
00078,v_00078_2,Where is door to exit this restaurant?,It is in front of you.,"The middle of the video is to the left, from the left front of the table to the front of the table.","After getting up from the table, walk a little to the left and then straight ahead.",,local navigation and positioning,9.99,urgent
00078,v_00078_3,Can you help me identify what utensils are on the table and their locations?,"On your left, there is a cup filled with chopsticks. In front of you, there is a bowl of soup and a plate with buns. Near the center of the table, there is a small container with a handle, likely for condiments.","What can be seen in the video is chopsticks in the cylinder on the far right against the wall; next to the chopsticks is a small cylinder, which is a toothpick. The slightly higher container on the left side of the toothpick is vinegar or soy sauce, and the bowl-like container on the left may contain chili oil with a spoon.",No.,,information reading,9,not_urgent
00078,v_00078_4,Where are the napkins located?,The napkins are on the right side of the table near the utensils holder.,"Near the wall on the right, near the edge of the table.",On the table in front.,,local navigation and positioning,18.99,not_urgent
00079,v_00079_1,Is there anyone at the counter?,Yes.,"Yes, there are guests and bosses.",,,resource acquisition and others,12.99,not_urgent
00079,v_00079_2,Where is the counter for ordering food?,"It is directly ahead of you, to the left.",Left hand side.,Right front.,,local navigation and positioning,13.98,not_urgent
00080,v_00080_1,Is there anyone nearby who could guide me across the street?,No.,,,,resource acquisition and others,3,urgent
00080,v_00080_2,Where is the crosswalk?,About 10m in front of you.,"I didn't see the zebra crossing, but there is a sidewalk on the right front step, and there are stone pillars on the roadside.",Walk forward.,,local navigation and positioning,3.99,urgent
00085,v_00085_1,Which direction should I go to leave the room?,You should head towards the door on the left side of the room.,There is a door forward in the left direction.,Turn left after walking forward.,,local navigation and positioning,43.98,urgent
00085,v_00085_2,Where is the nearest person to help me navigate?,There is a person standing near the door on the left side of the room.,Left hand side.,Left front.,,resource acquisition and others,58.98,urgent
00085,v_00085_3,Is there an available seat for me to sit on?,Yes. It's in front of you on the right.,"Yes, the sofa on the right.",There is an empty seat on the sofa to the right.,,information reading,28.98,urgent
00085,v_00085_4,please describe the layout of the room I'm in?,"The room has sofas on the left and right sides, a television and decorations on the far wall, and a table in the center.","In front is a hanging portrait of Chairperson Mao, with couplets on both sides. Next to the couplets is a landscape painting, and below the couplets is a long table with photos of relatives. There is a long sofa on each side of the room, and two maps and some portraits are hung on the walls on both sides. A small table is placed in the middle of the house.","In front is a row of cabinets, two sofas on the left and right, and a coffee table in the middle.",,local navigation and positioning,13.98,not_urgent
00085,v_00085_5,What are on the table?,"Some food , a water jug, and other small objects, a thermos.","A bag with food, a water bottle, and a small plate of food.",A bag of things and a water bottle.,,information reading,18.99,not_urgent
00085,v_00085_6,What are on the walls?,Several pieces of artwork.,Two maps and some portraits are hung on the walls on both sides.,"Maps, almanacs, paintings, etc.",,information reading,28.98,not_urgent
00085,v_00085_7,Is there someone sitting on the sofa on the left side?,Yes.,,There are two people sitting.,,information reading,69,not_urgent
00086,v_00086_1,How can I get out of this yard?,I don't know.,Left forward is the direction of the gate.,,,local navigation and positioning,4.98,not_urgent
00086,v_00086_2,What is in the backyard?,"A brick wall, bare trees, some cloth hanging, and an building.","There is a cylinder, a car, and a clothesline.",A pile of abandoned debris.,,information reading,4.98,not_urgent
00086,v_00086_3,Is there anything hanging on the wall?,Yes.,"Yes, a blanket.",Cloth.,,information reading,10.98,not_urgent
00087,v_00087_1,How do I find my way to the gate?,"Walk straight ahead, following along the wall on your left until you reach the gate.",Turn left and try forward.,I don't know.,,local navigation and positioning,39,not_urgent
00087,v_00087_2,How can I get out of this backyard?,"Go left for about 3 meters, then go forward.",Turn left and there is a gate.,I don't know.,,local navigation and positioning,43.98,urgent
00087,v_00087_3,Am I facing the path to the main gate?,No.,,,,information reading,28.98,not_urgent
00087,v_00087_4,What is in front of me?,The yard.,Several towels are hanging on the clothesline.,Wall.,,information reading,18.99,not_urgent
00087,v_00087_5,Is there any snow on the ground?,Yes.,,,,information reading,39,not_urgent
00118,v_00118_1,Is my companion guiding me through this area?,Yes.,,,,communication and interaction,4.98,urgent
00118,v_00118_2,Is there a bench nearby where I can sit?,No.,"No, there is no place to sit nearby.",,,resource acquisition and others,10.98,not_urgent
00119,v_00119_1,Which direction should I go to exit the riding area?,Turn to your left ahead.,"The exit is in the left front position, you need to make the horse turn left and go straight.",Left front.,,local navigation and positioning,9,urgent
00119,v_00119_2,Where is the horse going?,Turning left.,It is walking towards the exit at the railing.,The horse advanced towards the edge of the field.,,local navigation and positioning,8.99,urgent
00119,v_00119_3,What should I do to make the horse start moving?,Gently squeeze the horse's sides with your legs and release slight pressure on the reins.,I don't know.,You can follow the instructions of the staff around you.,,tool use,9,urgent
00120,v_00120_1,Which direction should I go to leave the riding area?,I don't know.,"Turn left until you are parallel to the fence, then go straight.",,,local navigation and positioning,6.99,urgent
00120,v_00120_2,What am I facing?,A fence.,The fence of the horse farm.,You face the edge of the field.,,information reading,3,urgent
00121,v_00121_1,what is this?,His eye.,The horse's face.,This is the right side of the horse's face.,,information reading,9,urgent
00121,v_00121_2,what is this?,His ear.,Horse mouth.,This is the face of the horse.,,information reading,28.98,not_urgent
00121,v_00121_3,Where is the nearest exit from here?,I don't know.,,,,local navigation and positioning,13.98,not_urgent
00122,v_00122_1,what is this?,His neck.,Horse chin.,This is the left side of the horse's face.,,information reading,8.98,not_urgent
